Article Title,Article Author,Article Publish Date,Comment Title,Comment Body,Comment Poster,Comment Date,Comment Time,Comment Recs
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"I think he’s in the wrong team in the wrong country – he always looks better in European competition. It’s partly nostalgia on my part – he reminds me more than any other player of the great number 10s that Italy was packed with through the ’90s.
He’s very tactically aware, a surprisingly tough tackler and above all else he’s one of the most imaginative players I’ve ever seen. My conditions for signing him would be that Allegri is coach and wants to play 4312 as his main formation. Don’t forget that the club have been asked to try and sign a high profile Brazilian in the next couple of years to help promote Fiat/Jeep in Brazil. Unless he has a great second half of the season, I reckon we could be looking at 25m plus bonuses if Chelsea sign Texeira. Anything under €30m would be a steal. Paratici is a long term admirer too, which is also a plus for me.",Il Gigante Buono ,"Jan 5, 2016 ", 1:58 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"Don’t forget that the club have been asked to try and sign a high profile Brazilian in the next couple of years to help promote Fiat/Jeep in Brazil.
Are you 100% certain that this is indeed the case? Brazil as an economy is not doing too well, to put it mildly.",JDAngkasa ,"Jan 5, 2016 ", 2:06 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"I read it in a couple of different sites last year. Plans could always change, but I guess they want a market share there.",Il Gigante Buono ,"Jan 5, 2016 ", 2:53 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"2 points I was trying to raise: Jeep dictating our transfer policy is unlikely, and Brazil is just not an attractive market right now.
If we’re not certain that this is true, then better to just dismiss it entirely.",JDAngkasa ,"Jan 5, 2016 ", 4:03 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"I don’t think it was a case of dictating, but something to aim for by around 2017. Signing a decent Brazilian is hardly the worst problem – it’s not as if they were saying to sign an Indian or Chinese player to crack the other BRIC nations. Even if the economy has taken a downturn, in the long run it’s a massive market.
Oscar fits from a footballing perspective and with Alex Sandro doing well we might have a profile in Brazil that’s higher than ever before. Wherever possible Exor tie in all the brands together.",Il Gigante Buono ,"Jan 5, 2016 ", 4:54 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"Plus, haven’t we already met that requirement with the great unibrow – Rubinho?",dweb ,"Jan 5, 2016 ", 5:50 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"Yes, that unibrow is highly marketable in Brazil",Zenpath ,"Jan 5, 2016 ", 6:24 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"to add, i have been hearing that argument for 6 years minimum.",Akshuu ,"Jan 5, 2016 ", 10:57 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"Neither am I, to be honest. I think he doesn’t have the grinta to play for Juve, and he disappears in big games far too often for my liking.",MLG Bush ,"Jan 5, 2016 ", 5:11 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"I think he’s underrated as far as grinta is concerned and I’m sure he’s been limited by Mourinho. Jonathan Wilson was writing about Mourinho’s ‘philosophy’ last week. His golden rules for football are:
1) The game is won by the team who commits fewer errors.
2) Football favours whoever provokes more errors in the opposition.
3) Away from home, instead of trying to be superior to the opposition, it’s better to encourage their mistakes.
4) Whoever has the ball is more likely to make a mistake.
5) Whoever renounces possession reduces the possibility of making a mistake.
6) Whoever has the ball has fear.
7) Whoever does not have it is thereby stronger.
That’s not a recipe for getting the best out of creative players – he’s also highlighted how important defensive characteristics of trequartistas are for him. When given more freedom, Oscar can produce extraordinarily creative moments like his goal against us and his hat-trick for Brazil in the U19 or U20 finals.",Il Gigante Buono ,"Jan 6, 2016 ", 1:56 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,Explains why he always gets his kicked by Barcelona lol,COSMOB3AR ,"Jan 6, 2016 ", 2:39 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"I think number 6 is the one I really disagree with.
Also worth considering what happened to Lukaku, De Bruyne, Salah, Cuadrado etc once they left Chelsea.",Il Gigante Buono ,"Jan 6, 2016 ", 4:11 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"I’d rather have Saponara than spend gazillions on Isco.
Juventus, at present, is the best place to nurture young Italian talents. We have seen many young Italian players disappear as they age. I’d get Saponara and a good winger instead. Also Lichtsteiner is getting old. We need a good RB as well.",Jyoti Deka ,"Jan 5, 2016 ", 5:03 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"I understand the reluctance a lot of people have regarding Oscar. But I think that playing in this Juventus squad, he would flourish. I’d really not be opposed to seeing it for the right price, obviously",dweb ,"Jan 5, 2016 ", 5:48 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,Yea I wouldn’t be delighted but I’d be happy.,Anthony Turgelis ,"Jan 5, 2016 ", 6:40 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"Except that Zidane doesn’t have control over the transfers. If Perez wants to sell Isco and buy, say, Pjanic or something, Zidane can protest his sale but there’s nothing he can do about it.",MLG Bush ,"Jan 5, 2016 ", 4:59 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"True, but Perez listened to Zidane in the first place and it won’t make much difference if Real sell him now or in the summer. If Zidane wants Isco, tells him he’ll play more etc. then I can’t see him moving in January. The rumours have only cropped up due to Isco falling out with Benitez and wanting playing time to make Euro 2016.",Il Gigante Buono ,"Jan 5, 2016 ", 5:10 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"Perez listened to Zidane, sure, but at the end of the day, if Perez wants to sell him, then all Zidane can do is wave goodbye to him as he leaves.
And Perez often forces new managers to use galacticos. Not all the time, but fairly often. And I struggle to see how Zidane is going to incorporate Isco into the team if Perez is making him play James, Bale, Ronaldo, etc.",MLG Bush ,"Jan 5, 2016 ", 5:34 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"Perez is a megalomaniac. I think he previously listened to Zizou bc he provided a contrary opinion to Mourinho (was him, correct? Not Carletto?). Now that Zizou is the man, so to speak, I foresee just as much head butting as we’ve seen with previous managers. Perez creates the team according to his whims and wishes, it’s up to the manager to make it work or get fired.",dweb ,"Jan 5, 2016 ", 5:53 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"Hehe, headbutting.
ISWYDT",Giles09 ,"Jan 5, 2016 ", 8:51 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"Hmm okay, can I ask why? But Oscar is def more feasible option but I don’t think as talented imo",nickdill40 ,"Jan 5, 2016 ", 5:33 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"Sorry, late reply due to technology problems. It’s entirely subjective – I just see Oscar & Isco as having that bit extra imagination and flair which we need at the moment. I like Eriksen a lot, but I don’t see him quite being at an elite level – I may well be wrong!",Il Gigante Buono ,"Jan 6, 2016 ", 1:47 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,Fair enough,nickdill40 ,"Jan 6, 2016 ", 8:26 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"Both players are great, and would bring more diversity to the team. I am guessing you don’t want me to sit on the fence so I’ll pick Isco (if money was not an issue) for three reasons:
1) I prefer Isco as a player than Eriksen. His style of play is just so nice to watch. If you crunch the numbers for this season, Isco has been equally as effective as Eriksen, but you have to keep in mind that Isco has been out of favour with Rafa for a while now.
2) Isco knows what it is like to win and play in important matches. He plays for Spain and Real Madrid, Eriksen plays for Denmark and Tottenham; hardly the same. Isco knows what it is like to play every game with the expectation of winning, and his success is not that of a big fish in a small pond. For years now, Isco has been surrounded by champions. Some players burn out at Juventus because they can’t handle the pressure. Not saying that Eriksen will burn out, but the transition will be smoother and less risky for Isco.
3) As Juventus moves forward we need to sign players that will increase the brand. You can buy relatively unknown players and turn them into stars (Pogba, Bonucci, etc.) but that process takes a while and is less noticeable. Juventus spending a big sum in an already established player will certainly improve our brand. Imagine the headlines: Juventus buys Isco from Real Madrid for $60m vs. Juventus buys Eriksen for $45m from Tottenham. There is no denying the first will sell more papers and T-shirts and improve our overall business standing.",JRob ,"Jan 5, 2016 ", 8:33 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,And that is was waiting for jrob thank you very concise,nickdill40 ,"Jan 5, 2016 ", 9:06 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"1) Yes, I’m optimistic about Serie A.
2) To be realistic and honest, Bayern has the better chance. But it won’t be a 4-0 or 5-0 thrashing, it will be close, sorta like 4-3 or 3-2. Also, I wouldn’t be surprised if we won, there’s a chance for us to win, too.
3) Nope, Pogba isn’t leaving.
4) Morata… If he doesn’t get playing time this season, he might leave. I won’t be that mad, he’s talented and everything, but we can live without him. I mean his sale wouldn’t upset me as much as selling Dybala, Pogba or even Berardi.
5) Yes, he’s joining this team. If he’s gonna be sold then it’s gonna be the season after. But I’m sure that after this agreement, Sassuolo wants the money and Juventus wants Berardi.",COSMOB3AR ,"Jan 4, 2016 ", 11:44 PM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"1. Yes we will definitely win Serie A.
2. We stand in good stead in Europe (I put us in the top five or six) but we will lose to Bayern.
3. Pogba will stay.
4. Morata will be a Juve player next season.
5. Berardi will be a Juve player next season.",Paolo C ,"Jan 5, 2016 ", 1:26 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"Definitely win Serie A? I want that too but let’s be careful, we still have a long way to go. We need to remain humble with grinta and then possibly we will win.",iuventus ,"Jan 5, 2016 ", 3:11 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"These are my ""not sitting on a fence, come right out and say it"" predictions so take them with a grain of salt",Paolo C ,"Jan 5, 2016 ", 4:07 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"1) We will win Serie a
2) We beat Bayern Munich
3) Pogba Stays
4) Morata Stays
5) Berardi arrives",ForzaJuveGunnerz ,"Jan 5, 2016 ", 4:55 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,Fingers crossed.,COSMOB3AR ,"Jan 5, 2016 ", 5:13 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,I like your optimism,MLG Bush ,"Jan 5, 2016 ", 5:35 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,This list needz moars Diamanti,Nathan RB ,"Jan 5, 2016 ", 7:42 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"Shut up, JRob!",Giles09 ,"Jan 5, 2016 ", 8:52 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"After reading you comment I was like ""what did I do?""
I am going to develop split personality disorder if this continues",JRob ,"Jan 5, 2016 ", 9:22 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",Ask our very own shrink,… the anal therapist,Nuncio#7 ,"Jan 5, 2016 ", 5:52 PM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",Bang bang,,JuveSal8 ,"Jan 5, 2016 ", 7:51 AM,
Five Juventus questions to be answered in 2016,JRob,"Jan 4, 2016, 3:00pm PST",,"1) We will win Serie a
2) We beat Bayern Munich
3) Pogba Stays
4) Arsenal
5) Berardi arrives",Follow The Sun ,"Jan 5, 2016 ", 3:56 PM,
What should Juventus do with reported want-away striker Simone Zaza?,Danny Penza,"Jan 4, 2016, 5:00am PST",No brainer really...,By funding the next ‘The Mummy’ movie franchise of course and bringing Imhotep back to life.,six8six ,"Jan 4, 2016 ", 5:16 AM,
What should Juventus do with reported want-away striker Simone Zaza?,Danny Penza,"Jan 4, 2016, 5:00am PST",,"Lame I know, gotta keep myself entertained with this crap late night TV…..
Seriously though, if his sale allows us to sign a quality midfielder then maybe. Would obviously need a suitable replacement, and cheap one at that. Matri obviously is the one being touted as you mention Danny, but would he be as clinical as Zaza when called upon? Probably not.",six8six ,"Jan 4, 2016 ", 5:23 AM,
What should Juventus do with reported want-away striker Simone Zaza?,Danny Penza,"Jan 4, 2016, 5:00am PST",,haha they’re actually rebooting ‘The Mummy’ franchise.,Zenpath ,"Jan 4, 2016 ", 5:25 AM,
What should Juventus do with reported want-away striker Simone Zaza?,Danny Penza,"Jan 4, 2016, 5:00am PST",,Oh dear!,six8six ,"Jan 4, 2016 ", 5:33 AM,
What should Juventus do with reported want-away striker Simone Zaza?,Danny Penza,"Jan 4, 2016, 5:00am PST",,"They’re rebooting everything nowadays, I swear.",MLG Bush ,"Jan 4, 2016 ", 11:09 AM,
What should Juventus do with reported want-away striker Simone Zaza?,Danny Penza,"Jan 4, 2016, 5:00am PST",,Hollywood ran out of ideas years ago.,amirnyc ,"Jan 4, 2016 ", 1:00 PM,
What should Juventus do with reported want-away striker Simone Zaza?,Danny Penza,"Jan 4, 2016, 5:00am PST",,"Let’s just hope they stay away from making a live-action Zelda film.
Please, almighty one, do not let them.",Giles09 ,"Jan 4, 2016 ", 8:58 PM,
