Article Title,Article Author,Article Publish Date,Comment Title,Comment Body,Comment Poster,Comment Date,Comment Time,Comment Recs
Juventus vs. Palermo Preview: Round 27 — Pretty in pink?,Danny Penza,"Mar 13, 2015, 12:35pm PDT",My prediction,"Everyone will see what a beast Sturaro is.
Seems no doubt he’s starting this game and I think the kid has great talent.
I think everyone will be impressed with him!
Not just defensively or patrolling midfield but he can be quick and intelligent on the counter too.",Paolo C ,"Mar 13, 2015 ", 7:08 PM,
Juventus vs. Palermo Preview: Round 27 — Pretty in pink?,Danny Penza,"Mar 13, 2015, 12:35pm PDT",,"When Juve signed him (5.5m or something like that?) there was a bit of an uproar over spending so much on a young, unproven player. While I only see Genoa on occasion, I saw the Genoa-Roma match last May. It was the day after my son’s birthday, and two weeks after his ACL surgery and I remember both of us commenting how good Sturaro was. Genoa won, 1 nil. I also saw him in the 1 nil loss vs Roma last December, when Perin got the red and Genoa went down to X – Sturaro held that midfield together, winning the ball and sliding in some very nice through balls. I have a deep appreciation for gritty midfielders, the engine of the team, and Sturaro has all the qualities I admire/respect.
I don’t want to call him the next Gattuso like some are, but I strongly believe he’s going to be a very important player for Juve (and Azzurri) in the future.",Tre Stelline ,"Mar 14, 2015 ", 4:08 AM,
Juventus vs. Palermo Preview: Round 27 — Pretty in pink?,Danny Penza,"Mar 13, 2015, 12:35pm PDT",Yeah he looks very good doesn't he,"He was epic in their 1-0 win over Milan late last year at a time when Milan were playing relatively well.
I’ve heard these Gattuso comparisons too but for me Sturaro’s a more complete player than Gattuso – he looks better technically and has an attacking pacey side as well. He’s not just a bulldog. No disrespect to Gattuso who was king at what he did.
I’m not saying he’s definitely gonna be of Gattuso influence yet but he has a more complete game.",Paolo C ,"Mar 14, 2015 ", 5:04 AM,
Juventus vs. Palermo Preview: Round 27 — Pretty in pink?,Danny Penza,"Mar 13, 2015, 12:35pm PDT",,"Ya, I remember Gattuso was like a defender who was playing in the midfield, he had no attacking skills what-so-ever. But it worked for Milan with the fact that they played three attacking midfielders in the 4-3-1-2 (Pirlo was attacking, then he became a regista, obviously Kaka and Seedorf are 100% attacking).",COSMOB3AR ,"Mar 14, 2015 ", 10:47 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",,"Should be interesting.
On another note who do you think he’ll start v Palermo?
I’ve seen some suggestions of a number of players getting a rest pre-Dortmund.
I’d love to see Marchisio getting a rest but don’t see it happening with Pirlo and Pogba out",Paolo C ,"Mar 13, 2015 ", 4:21 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",,"Doubt Pirlo would play Palermo even if fit. Allegri spoke only about the cup.
Gazzetta dello Sport is predicting a ""maxi-turnover"" with Padoin, Barzagli, Ogbonna, De Ceglie, Sturaro, Llorente and Matri in the starting lineup. That would mean a 4312 with Marchisio. Pereyra and Vidal playing in midfield.
Very weak in the LB/RB positions. Dybala and Vazquez can cause us massive headaches with that lineup.",Fefu ,"Mar 13, 2015 ", 5:10 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",NO PROBLEMO!!,we can afford that. I would rather lose (worst case scenario) this match by playing our bench warmers than play dortmund with our first team players tired from playing a match 96 hours before.,juventusfan ,"Mar 13, 2015 ", 8:14 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",,"I agree on principle and unassailable logic BUT I hate losing :-)
I really can’t see how Matri and Llorente will link up. They usually prefer to occupy the same space. Hope I’m wrong.",Fefu ,"Mar 13, 2015 ", 8:19 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",No to losing,Allegri himself said that Llorente and Matri are players with similar characteristics so I doubt we’ll see both on the field at once. I’d like to see Sturaro get some minutes.,cugino1897 ,"Mar 13, 2015 ", 9:25 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",,"I believe it was Sky showing Matri and Coman, not Nando, for Palermo. Gonzalez who is a tall guy 6’3"" or so is out, no idea who will replace him but a hole at CB might mean Llorente would make a sound choice",Tre Stelline ,"Mar 13, 2015 ", 10:58 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",,please be fit only after the clash :(,MacGoreth ,"Mar 13, 2015 ", 4:35 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",Lol. I find myself agreeing for some wierd reason i cant explain.,,DonZia ,"Mar 13, 2015 ", 6:55 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",,"Reading between the lines, it looks to me like bluff, and Pirlo won’t be fit for Dortmund. I hope we won’t miss his experience of so many games as big or bigger than this. His cool. He’s Fonzi.",Ricardo 1 ,"Mar 13, 2015 ", 2:16 PM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",,because you know Dortmund pressing is too much for him to handle lol,MacGoreth ,"Mar 13, 2015 ", 4:32 PM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",This!,,DonZia ,"Mar 13, 2015 ", 7:30 PM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",Forgive the length and image size buuut ...,"Tevez had a great interview that will be in the newest edition of FIFA’s ‘The Weekly Magazine.’ Check it out – some great comments re: how he finds himself in Torino, his past in England, and growing up in the slums. Also a nice mention about how he wouldn’t dare to see himself as the inheritor of Del Piero’s legacy because ""I don’t pile any additional pressure on myself by pulling on a shirt that so many Juve idols have worn before me."" Good answer, Carlitos!







Again, sorry the images are so large – did this from my phone.",dweb ,"Mar 13, 2015 ", 7:53 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",,"Man, the miracle of air-brushing. I want to hire his portrait photographer.",Ricardo 1 ,"Mar 13, 2015 ", 2:13 PM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",,"Not sure what happened but Coman will not be making the trip to the Barbera. Llorente and Matri cant really play together, Id assume. Tevez and Morata were supposed to be rested for Dortmund … now, this is what I call a problem.",dweb ,"Mar 13, 2015 ", 9:34 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",,Apparently Coman is still injured.,Fefu ,"Mar 13, 2015 ", 10:33 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",,"Morata is young, I seriously hope he can play two games and half in a row (against Sassuolo he played only half time).",Overlord87 ,"Mar 13, 2015 ", 11:16 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",,"Sure and I think I agree, but there will only be 3 days between the games and I wouldn’t want to make one problem (fatigue) worse with another (injury bc of fatigue). Fingers crossed, I guess.
On another level, Morata is really playing well and he might just benefit from more run about tomorrow against Palermo.",dweb ,"Mar 13, 2015 ", 11:35 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",,"I am sure one of Tevez or Morata (or even both) will play against Palermo. The plan is probably going to be do your best, keep a clean sheet and introduce some of our stronger players after an hour. Allegri has done that in the past when he rotates.",JRob ,"Mar 13, 2015 ", 1:29 PM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",PadoWin and Llorente up top,Easy,CRASHY ,"Mar 13, 2015 ", 4:36 PM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",I hope he gets a hat trick vs Dortmund to make you all look like fools for preferring Pereyra,,goangels1 ,"Mar 13, 2015 ", 9:54 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",In anticipation of your responses:,"yes, I know there’s 0 chance that will happen",goangels1 ,"Mar 13, 2015 ", 9:57 AM,
Andrea Pirlo trying to gain full fitness for Juventus' trip to Borussia Dortmund,Danny Penza,"Mar 13, 2015, 4:15am PDT",Good you realised so quickly. Lol,,DonZia ,"Mar 13, 2015 ", 3:40 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"Great news, but even with a full physical recovery it will probably take longer for a psychological recovery. Eduardo was never the same player after his compound fracture and it took Aaron Ramsey years to start fulfilling his potential. Arsenal fans were so impatient and critical with Ramsey until last season. We’ll need to be patient and shouldn’t write him off as a potential Juve player for at least 3 seasons. Fingers crossed for him to get his career back on track as soon as possible.",Il Gigante Buono ,"Mar 11, 2015 ", 5:26 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"I would like to point out, however, that IF you must have a leg injury, I would gladly take a broken bone over any sort of ligament damage. The psychological hurdle you must overcome after tearing ligaments is much higher than a ‘simple’ bone break.",dweb ,"Mar 11, 2015 ", 6:40 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"Definitely – ligament injuries are far worse and harder to repair. With compound fractures like Mattiello’s the bone piercing the skin can create problems with infection and the soft tissue is damaged too. It must take a while to get used to going into challenges again after a break like that. I can’t think of many players other than Ramsey who have come back successfully from compound fractures, while players like Ian Knight or David Busst effectively had their careers ended by them in the past. Fingers crossed for Mattiello.",Il Gigante Buono ,"Mar 11, 2015 ", 7:44 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",Only one name,Gigi Riva,pippo.skaio ,"Mar 11, 2015 ", 9:16 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"Wow, didn’t know he got over an injury that bad! How old was he when it happened?",Il Gigante Buono ,"Mar 11, 2015 ", 9:30 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"Austria – Italia 1970
Same exact injury as Mattiello.
26 years old at the time.",Fefu ,"Mar 11, 2015 ", 1:25 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"That looks horrendous. I doubt they had morphine pitch-side then either, although I remember reading Eduardo waved away the morphine because his endorphins kicked in so quickly he wasn’t in much pain. Anther injury that was terrible was when Ronaldo did his cruciate for the second time and the ref said he heard it snap even though it was in the middle of a sold out Milan derby.",Il Gigante Buono ,"Mar 11, 2015 ", 1:55 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,For having two torn acls I wish It on no human being. I wasn’t so sure with first one. But hell the second one I was army crawling off the field crying and I knew it before I hit the floor,nickdill40 ,"Mar 11, 2015 ", 4:45 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",In Arsenal fans defense (as an Arsenal fan who generally hates Arsenal fans),"Ramsey played pretty horribly upon his immediate return, I’m not sure of a big club out there that would easily overlook that.",Potato Head ,"Mar 11, 2015 ", 3:42 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"Terrible thing to happen to a young fellow.
I wish him all the best in his recovery.",Paolo C ,"Mar 11, 2015 ", 5:35 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",Is this even possible?! D:,Fingers crossed- get well soon!,Nathan RB ,"Mar 11, 2015 ", 11:10 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",OT AMF and Felipe Anderson,"Was bored at work today and was thinking about Juve. Realizing that AMF is a need for this squad, I found it strange that Felipe Anderson’s name is never mentioned. He has put in an incredible season so far for Lazio, is only 21, and has really been consistently performing for them as they push higher and higher in the table. How do you guys feel about him generally and do you think he would be a good fit with this Juve team? Personally, I’d love to see him play at Juve but not sure Juve would be able to outbid any potential suitors he may have come summer if Lotito looks to sell.",dweb ,"Mar 11, 2015 ", 12:03 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"I just hope we get any young ""attacking"" player who can actually score, assists, and dribble past players. Expensive ones like Reus or underrated ones like Anderson and Diabla, heck even El Sharaawy would be a great move. Anyone, we just need that ""type of player"".
Is Berardi a good dribbler of the ball? I never thought he’s special at dribbling but he does have great pace and passing skills.",COSMOB3AR ,"Mar 11, 2015 ", 12:45 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"Berardi is very good with the ball at his feet. He has very good close control, but I have not seen him try too be flashy with it.",Nuncio#7 ,"Mar 11, 2015 ", 3:03 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"Berardi to me seems like the opposite of most players his age. At his age & his position, you generally see players with a lot of flair but basically zero substance. Berardi doesn’t oooze a lot of flair, but he’s a lot more well rounded than players his age…and generally makes the right decisions on the ball.",Zenpath ,"Mar 11, 2015 ", 10:13 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"This is why I’m not as interested in Berardi as everybody else.
Those solid character attributes are great but Juve needs that extra step now of players who can make something out of nothing if we’re to continue to get better and push for CL.
Every time I see him he looks good but not ""special"".
I actually think Gabbiadini is better right now and would have been a better short term prospect for Juve.",Paolo C ,"Mar 11, 2015 ", 10:54 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"Naa, he’s special. Other than the pure, raw pace this team lacks, he’s got everything else we need.",Zenpath ,"Mar 11, 2015 ", 11:21 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,This ‘Diabla’ must be really underrated. I have never actually heard of him?,Zenpath ,"Mar 11, 2015 ", 11:25 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT","Dyabla, my bad sir please forgive me, I have sinned. -_-",,COSMOB3AR ,"Mar 11, 2015 ", 11:30 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"Still full of sin you are, son D:",Nathan RB ,"Mar 12, 2015 ", 12:14 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,lol,water_jiggler ,"Mar 12, 2015 ", 4:41 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,Dybala,Nuncio#7 ,"Mar 12, 2015 ", 6:25 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,k,COSMOB3AR ,"Mar 12, 2015 ", 8:55 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,Hey it’s Dybala,CRASHY ,"Mar 12, 2015 ", 5:04 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,k,COSMOB3AR ,"Mar 13, 2015 ", 1:42 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",OT,"Bayern did their best to make sure today’s CL goal tally matched yesterday’s!
In other news, P$G 1 away goal away from qualifying, altho this time 1 Zlatan down!",nernie ,"Mar 11, 2015 ", 2:56 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",the drama is real at Chelsea!,just saw a replay of the red card. Ridiculous decision,nernie ,"Mar 11, 2015 ", 3:05 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",WHAT THE ACTUAL EFF?!?!?!?,P$G are through!!!,nernie ,"Mar 11, 2015 ", 3:17 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,That leaves Everton with the best and probably the only chance to hit the quarters in any UEFA competition barring comebacks from City and Aresenal. EPL implosion anyone?,Fefu ,"Mar 11, 2015 ", 3:38 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"Another thing to add to the long list of reasons Juve need to progress. Imagine fibishing higher than all the english teams.
I can already picture the english media spinning it now: ‘All EPL teams intentionally bow out of the UCL to focus on the much more difficult Barclays Premier League title. The UCL provides a great platform for unknown players to make a good impression to sign for an english club….in other news Paul Pogba is desperate to return to england.’",Freddyrooster ,"Mar 12, 2015 ", 5:33 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"Chelsea lacked character. They were playing a man up at home and did not pressure to win the ball back, nor did they attack with any intent of scoring. My dad and I were explaining the away goal/aggregate rule to my mom when it was 1-1 and my dad said that if Chelsea continue to play like this, they’re going to let in a goal from left field… Turns out, they let in two.
Gotta ask questions of Mourinho for failing to motivate his team. The arbiter was atrocious too. Ibra should not have seen a red. Luiz and Thiago silva very lucky not to get sent off. Diego costa should have gotten a second yellow for shoving Marquinhos had the ref not turned his back after the whistle.
It’s safe to say, no more English teams in the CL, and only 1 remaining in European competition. Let’s hope Juve perform and deliver. Forza Juve!",Nuncio#7 ,"Mar 11, 2015 ", 3:44 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"What can Mourinho possibly say after surrendering two goals at Stamford Bridge to a team with X men? At halftime I saw a statistic that said PSG had won 4 of 5 Champions League matches where they had a player sent off, pretty incredible if you think about it..",Tre Stelline ,"Mar 11, 2015 ", 4:51 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,He should have rallied his team right when PSG had a man sent off. Chelsea played to loose when they should have gone for the jugular.,Nuncio#7 ,"Mar 11, 2015 ", 9:32 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,City still has a chance…,MicheleNJ ,"Mar 11, 2015 ", 4:52 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"City will be torn to pieces.
If , WHEN juve progresses to next round, the one team I wish for Juve to avoid is Barcelona… Suarez is fully fit and on form, scoring left n right, after I took his braces off.. his teeth are just as sharp.. and Messi is back to being Messi.. not to mention Neymar.. All they need is Iniesta to regain his form..",Suarez's Dentist ,"Mar 11, 2015 ", 5:31 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,lol have you seen their defense tho? Pathetic stuff. If anyone can handle their attack/midfield it’s us. I’d much rather face them than RM.,Anthony Turgelis ,"Mar 11, 2015 ", 5:57 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"Actually their defence has been great of late. Especially since Pique started playing well. Pique, though not the best defender, doing really well.
Real Madrid is a lot easier to handle.. Don’t give them room to counter-attack, and be careful on set-pieces.. they got they’ll run around like headless chickens.",Suarez's Dentist ,"Mar 11, 2015 ", 6:07 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",I'm with Suarez on this,"Barcelona look very strong atm.
I’d least like:
Bayern
Barca
Real
Atleti
Paris
Porto
Monaco
in that order (assuming these teams qualify)",Paolo C ,"Mar 11, 2015 ", 6:44 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"My list would be:
Bayern
Barca
Real
PSG
Atletico/Porto
Monaco
From what I’ve seen, at least in the CL, Porto are playing pretty good football! And so are PSG (their passing abilities are top notch, especially in tight situations). I can see them beating anyone really, apart from Bayern.",six8six ,"Mar 11, 2015 ", 7:34 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",I agree,"Was tossing up where to put them vis-a-vis Atletico.
I could easily go with your selection as well",Paolo C ,"Mar 11, 2015 ", 7:49 PM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"Atleti shd be abv Real & Barca facing them or Bayern is a nightmare, 2 opposite nightmares one counters too efficently the other maintains possession very easily, I hope they meet each other next round would be a fun match and no headache for us (IF WE QUALIFY). Barca’s att i think is the best in europe right now
Real is in poor form and Atleti has shown everyone hw to destroy them, COUNTERS. I wont worry abt PSG much, their defense is a joke and cavani isnt in form and Zlatan is Zlatan + our def is very good against big, strong strikes its the speedy ones we hv problem with.
I havent seen Porto or Monaco (barring arsenal game) to really comment on",SJ_JUVE ,"Mar 12, 2015 ", 5:42 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"Atletico didn’t seem strong against us in both legs, that’s why I’d be ok with playing them.
I don’t want to face Barcelona or Bayern at all. They have crazy fast wingers and they maintain possession, we will be helpless.
For PSG that’d be a tight match, I believe we are on par with their quality.
Real Madrid, I’m not really afraid of anymore, with this form + the fact that we could’ve won them last year, they seem to be ""beatable"" in a sense, unlike Bayern.
Obviously I’d prefer to play against Porto and Monaco the most, these matches will let us play our game and will have a relaxed atmosphere. I’m not underrating any of them though, each one of them had made impressive campaigns thus far.
All of that IF we qualified. :) FORZA JUVE!",COSMOB3AR ,"Mar 12, 2015 ", 5:48 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"I agree with everything except Atletico, Atletico played against us EXACTLY like we did against BVB. We had ZERO SHOTS ON TARGET! They contained Ronaldo + Benzema + Bale when they were in form. Only diff now n when we faced them previously is Morata, i dont think tht enuf.
Sides like RM, Barca, Porto and PSG will attack us if we give them possession and with a deep defensive line we can defend against them and counter against their weak defense. I dont believe our attack has reach the lvl tht can break down defense like atletico’s Maybe if we get lucky and if Matri/Llorente + pepe + coman is in top form so first can bully them and the other two can help with their pace.
Barring Monaco and Porto I am most confident against PSG their domestic form is woeful and I dont rate their coach as well. I felt Mourinho underestimated them + couldnt use their park bus tactic against 10 man. Their main strikers we can handle as all 3 main Cns of ours thrive against the strong Target man type striker, their defense has been VERY AWFUL if tevez + morata + pereyra perform like against BVB, lazio, parma, hellas and roma we will shred them apart. We hv enuf steel n creativity in mid to stand against any team in europe.
The players we hv to keep an eye out for is lavezzi (havent seen him much this season), pastore and Lucas. They could cost damage if we dont keep an eye out as they will be AMFs/WFs/FWDs",SJ_JUVE ,"Mar 12, 2015 ", 6:43 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"With all respect to Atletico, Barca and Real are much better sides overall.
Atletico are just very difficult to play but I think we’d have more of a chance grinding a result out against them than beating Barca or Real.
Not saying we’ve no chance against the latter two but overall Atletico are much more on our level.",Paolo C ,"Mar 12, 2015 ", 5:57 AM,
Federico Mattiello expected to fully recover after gruesome leg injury,Danny Penza,"Mar 11, 2015, 4:06am PDT",,"All the so called big dog teams have all lost against lesser opponents at some point, so no team really fears me more than another besides bayern. They are just stacked and work so well as a cohesive unit.
Everyone else I feel like we could defend enough and score, we tend to do better against teams who are better in attack than defense, but that could just be me.",MicheleNJ ,"Mar 12, 2015 ", 7:30 AM,
