Article Title,Article Author,Article Publish Date,Comment Title,Comment Body,Comment Poster,Comment Date,Comment Time,Comment Recs
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Really…there’s actually a cost of goods? ;P
I thought that shit was straight $$$$$",MatteoX ,"Aug 3, 2013 ", 10:59 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"but the dude has only played a friendly game n 570,000 shirts of his is already sold by mid-end season double amount of his shirt will be sold so all money will be recovered even if shirt sales give 50% profit",SJ_JUVE ,"Aug 3, 2013 ", 10:04 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Most of the shirt sales will go to the manufacturer, and for players with big reputation like Neymar, it’d be expected that he holds his own image rights, giving him a certain % of the profit as well. Of course Barca will get some money out of it, but the pie has to be shared with a lot of parties. I’m not disputing the fact that shirt sales sometimes “pays” the transfer fee by itself, mind you. Just pointing the flaw in the way the calculation was initially presented.",JDAngkasa ,"Aug 4, 2013 ", 7:52 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"I read somewhere, that the sheikh run clubs (+the likes of Barca and RM) could bypass the limitations somehow, by getting the money to the club as an investment of some sorts from them, or something like that. If and when I find the article, I’ll post it here.",Szymon Kowalewski ,"Aug 3, 2013 ", 3:08 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",Yeah,"Its usually like the football club and busunesses are interconnected financially so if the gain 200 million in their oil company, it can be directly linked to the football club.
Its a big joke. FFP will never truly be enforced correctly.",gaetano1 ,"Aug 3, 2013 ", 5:48 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,so if these “sheikh run clubs (+the likes of Barca and RM)” can bypass FFP what’s the point of even implementing it??,bkn ,"Aug 3, 2013 ", 7:52 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Well, technically Juve can also do this. Let FIAT/Exor be the shirt sponsor with a value of, say… 200 million euros. We chose not to do it though. Barca and RM just have ridiculous revenue from their TV deals and their brands worth a lot. I never read about those shady deals regarding Barca/RM.",Refly ,"Aug 3, 2013 ", 7:21 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,that’s actually La Liga’s method of distribution of money not shady deal,SJ_JUVE ,"Aug 3, 2013 ", 10:05 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Those shady deals I was referring to was about petrodollar clubs, not Barca/RM. Those sheikhs gave really big money to their clubs by using another one of their company to be the club’s sponsor with ridiculous amount without the club’s brand itself worth that much.",Refly ,"Aug 4, 2013 ", 9:07 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"We are actually doing it with Jeep, but not to an extent where’s it’s getting ridiculous.",JDAngkasa ,"Aug 4, 2013 ", 7:53 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",Pogba,Speaks English & Italian very well (along with his native French)…very impressive.,MatteoX ,"Aug 2, 2013 ", 5:06 PM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Claudio Marchisio speaks English, too. But not very well.",Danny Penza ,"Aug 3, 2013 ", 12:42 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,Do you know if Vucinic speaks decent English? Just curious ‘cos I’ve seen him mouth “fuck off” the few times he’s faced anglophone opposition,Arks ,"Aug 3, 2013 ", 2:41 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"I have no idea. Only reason I know Marchisio speaks a bit of English is because I met him at training, haha.",Danny Penza ,"Aug 3, 2013 ", 3:19 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,Showoff.,JDAngkasa ,"Aug 3, 2013 ", 9:15 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Hey, running a Juventus blog apparently does have its benefits.",Danny Penza ,"Aug 3, 2013 ", 11:49 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"When Vucinic took the pitch vs Everton the crowd erupted, I said wow, either they must really love Mirko or there must be a huge Montenegrin contingent at AT&T – then the camera cut to Pirlo trotting on.",Tre Stelline ,"Aug 3, 2013 ", 4:09 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,They had in mind Roma’s Mirko who scored a brace against Chelsea.,Linez ,"Aug 3, 2013 ", 4:28 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,Ovations like that at AT&T are usually meant for Buster Posey. We all went NUTS for Pirlo.,Danny Penza ,"Aug 3, 2013 ", 5:17 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",LOL,That’s very considerate of Mirko. Another reason for having him on the team.,mantas ,"Aug 3, 2013 ", 7:59 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",I believe Marchisio wouldn't sign any contract renewal anytime this year...,"Marotta basically said it after Marchisios ‘weather I’m still important’ interview, still doesn’t mean the club will sell him though.",Linez ,"Aug 3, 2013 ", 4:40 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,didn’t he just sign a contract extension last year until like 2016? no hurry to renew,Zenpath ,"Aug 3, 2013 ", 6:53 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,Signed it a little over two years ago. Through 2016.,Danny Penza ,"Aug 3, 2013 ", 6:54 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",The same people who....,"don’t want to sell Vucinic, despite him being an overhyped, overpriced (15m) and underachieving player for 2 years now, want to sell a talented guy who has been more of a bandiera of Juventus than Del Piero and Scirea were (for the uninitiated, Alex and Scirea were no Primavera products), has been with Juventus for 20+ years and bleeds Juventus….
But then you are also the people who let Alex walk away in tears – after him being insulted by Conte and Agnelli – and did not fight for him, unlike the Milanisti who actually stood up for Maldini when he was having a contract dispute at Milan….",Pinturicchio ,"Aug 3, 2013 ", 5:12 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,Tell me more about how De Ceglie is more of a bandiera than Del Piero.,Will. ,"Aug 3, 2013 ", 5:22 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",What does Mirko have to do with Marchisio,,gaetano1 ,"Aug 3, 2013 ", 5:50 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,What exactly are you trying to say…,Linez ,"Aug 3, 2013 ", 5:52 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,What.,CRASHY ,"Aug 3, 2013 ", 6:44 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Man, we all cried our rage out when Del Piero was “let go” by the front office. It was a bad move on every level (PR, sporting, and loyalty-wise) find me a person here who doesn’t rue the Captain’s departure. IMO, no player owes Juventus loyalty after what happened.
But does come into conflict with some of us wanting Mirko to stay? And I haven’t noticed anyone here pushing for a Marchisio move … just saying.",mantas ,"Aug 3, 2013 ", 8:05 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"Wait, what?
That’s a weird syllogism you got going on there.
So…
All who like Vucinic, hate Marchisio.
All who hate Marchisio, hate Del Piero.
Therefore, if one thinks keeping Vucinic is the right choice, one is also hating on our beloved legend.
…
Is this right? I’m sorry if I got it wrong, as I may be “uninitiated”.",Giles09 ,"Aug 3, 2013 ", 8:38 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,Lol syllogism that.,Linez ,"Aug 3, 2013 ", 9:13 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,"unlike the Milanisti who actually stood up for Maldini when he was having a contract dispute at Milan
Wow. You know everything.",JDAngkasa ,"Aug 3, 2013 ", 9:17 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",Anyone following the Mauri case?,Seems like a pretty interesting affair,Chuks A. ,"Aug 3, 2013 ", 6:26 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,One less worry for the Supercoppa.,mantas ,"Aug 3, 2013 ", 8:17 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",Off topic,"I had no idea about this :o
Back in 2005, the world was in for a shock, when Belgian Senator Jean-Marie Dedecker, at a conference in Copenhagen, declared that he has investigated 442 cases of illegal trade of Nigerian football players in Belgium. Dedecker revealed that the deals are made by an agency connected to football schools by scooping up the transfer fees while the athletes get nothing. He even stated that he received death threats following his plans to travel to Nigeria to investigate the root of the problem.
http://goaldentimes.org/2013/08/03/the-soccer-slaves/",Somnath_Sengupta_ ,"Aug 3, 2013 ", 7:26 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,Football mafia at its best… sometimes I feel dumb rooting for a football team while most results might be fixed.,mantas ,"Aug 3, 2013 ", 8:18 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,napoli 2-0 up having done virtually nothing,SSRao ,"Aug 3, 2013 ", 8:52 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",2-2 now,,Linez ,"Aug 3, 2013 ", 10:08 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,Horrible defending from both teams..,Somnath_Sengupta_ ,"Aug 3, 2013 ", 10:51 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,tbh napoli are way behind arsenal in terms of pre season training and matches …arsenal certainly looked quicker and fitter than napoli in the second half when napoli players were just strutting,SSRao ,"Aug 3, 2013 ", 11:06 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",is your stream any good? I'm having trouble finding a good one,,AKSupporter ,"Aug 3, 2013 ", 9:27 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",,seeing on the television mate :),SSRao ,"Aug 3, 2013 ", 9:28 AM,
Claudio Marchisio wants to stay at Juventus for the rest of his career,Danny Penza,"Aug 2, 2013, 8:30am PDT",damn!,,AKSupporter ,"Aug 3, 2013 ", 9:29 AM,
Five takeaways from Juventus' loss on penalty kicks to Everton in San Francisco,Danny Penza,"Aug 1, 2013, 4:35pm PDT",,"- Stop playing Peluso
- Push Ogbonna to the left
- Drop Marrone back down as a sweeper
I know it’s only a preseason match, but I’m struggling to remember a solid 45 minutes Marrone has played in Pirlo’s position. As a sweeper however, I’m struggling to remember a single match where he has actually struggled, he looks so comfortable and just so composed as a sweeper.
PS. - Sell Peluso",Zenpath ,"Aug 1, 2013 ", 5:24 PM,
Five takeaways from Juventus' loss on penalty kicks to Everton in San Francisco,Danny Penza,"Aug 1, 2013, 4:35pm PDT",keep Padoin?,,JDAngkasa ,"Aug 1, 2013 ", 6:48 PM,
Five takeaways from Juventus' loss on penalty kicks to Everton in San Francisco,Danny Penza,"Aug 1, 2013, 4:35pm PDT",,"Sure.
Just don’t play him ahead of Isla, Caceras and Untersee",Zenpath ,"Aug 1, 2013 ", 9:06 PM,
Five takeaways from Juventus' loss on penalty kicks to Everton in San Francisco,Danny Penza,"Aug 1, 2013, 4:35pm PDT",Untersee???...Good??,"have not seen him play, as we have come to expect with Conte. (No Conte hate here, he is the man ) Seeing one youth player last year for 15 minutes was all we are allowed it seems, i think it was Beltrame before or after the Xmas break, right before the waste of money for the old french guy.
Sell Peluso??? totally agree but i dont know if anyone would pay a dime for the guy. Liability and tactically not good.
We have PDC who can play the exact same role and is a soldier. Loved seeing him wearing the Captains Arm band probably meant the world to him, good call Conte!!
Would love to see a high quality Primavera show up on this squad i know we have been picking em up for years and they sit in the second team or loan out, but never seem to materialize to the first team.",forzajuve ,"Aug 2, 2013 ", 9:27 AM,
Five takeaways from Juventus' loss on penalty kicks to Everton in San Francisco,Danny Penza,"Aug 1, 2013, 4:35pm PDT",,I rather see Peluso sold than Padoin.,Giles09 ,"Aug 1, 2013 ", 9:20 PM,
Five takeaways from Juventus' loss on penalty kicks to Everton in San Francisco,Danny Penza,"Aug 1, 2013, 4:35pm PDT",,"Indeed. Pado offers more versatility, and never embarrasses himself. Gets the job done.",mantas ,"Aug 2, 2013 ", 10:51 AM,
Five takeaways from Juventus' loss on penalty kicks to Everton in San Francisco,Danny Penza,"Aug 1, 2013, 4:35pm PDT",,Club legend.,Danny Penza ,"Aug 2, 2013 ", 1:06 AM,
Five takeaways from Juventus' loss on penalty kicks to Everton in San Francisco,Danny Penza,"Aug 1, 2013, 4:35pm PDT",,I agree about Marrone playing in defence. His passing range is also a fantastic attribute to have in the defensive line.,CRASHY ,"Aug 1, 2013 ", 8:17 PM,
Five takeaways from Juventus' loss on penalty kicks to Everton in San Francisco,Danny Penza,"Aug 1, 2013, 4:35pm PDT",,"In that case, his passing range should also be something good to have in CM, though yesterday, there was veeeeery little of it.",Giles09 ,"Aug 1, 2013 ", 9:21 PM,
Five takeaways from Juventus' loss on penalty kicks to Everton in San Francisco,Danny Penza,"Aug 1, 2013, 4:35pm PDT",,"There is a difference between passing from the back and passing in midfield.
In the Pirlo-role the team looks at you to make things happen. In defense you are just the one who takes over from Pirlo when he is been marked. Besides in defense you get more time and space.
I’m with Sampath on this one.",Awarshy#8 ,"Aug 2, 2013 ", 12:26 AM,
Five takeaways from Juventus' loss on penalty kicks to Everton in San Francisco,Danny Penza,"Aug 1, 2013, 4:35pm PDT","Yup, we agree on some things I guess",,gaetano1 ,"Aug 2, 2013 ", 4:12 AM,
