Article Title,Article Author,Article Publish Date,Comment Title,Comment Body,Comment Poster,Comment Date,Comment Time,Comment Recs
Coppa Preview: A Second Helping of Milanese,johncas,"Mar 19, 2012, 1:34pm PDT",TROLL,Juve has won 19 championships on the last day of the season bud. And it’s kind of obvious that you guys are asking for injuries when half of your players should either be in a MLS team given their age. Who is more likely to get injured? A fresh 27 year old matri or 30+ old van bommel and nesta. GET A LIFE TROOLLLLLLL. And Flamini is a horribly mediocre player. It’s not our fault that Cassano has a bad ticker. He is a great player and one of my favorites except for when he scores against Juventus.,XhakaJuve ,"Mar 20, 2012 ", 10:06 AM,
Coppa Preview: A Second Helping of Milanese,johncas,"Mar 19, 2012, 1:34pm PDT",HAHA,Yes your right Robinho Pato Prince-Boateng Abate all so old. Was not blaming you guys for injuries just stating a fact after the post acts like Milan had there first team out there while juve was playing a bunch of bench warmers. Also I am aware the Scudetto is far from over just stating the fact that milan has battled tons of injuries all season and the position they have still put themselves in as of right now.,Delious ,"Mar 20, 2012 ", 10:17 AM,
Coppa Preview: A Second Helping of Milanese,johncas,"Mar 19, 2012, 1:34pm PDT",And,"I fully expect Juve to move on today. If you watched Milan play last weekend our attack becomes very average with no Robinho, Cassano, or KPB. Ibra is the only player left that can creatively set up goals and we need him booting them into the back of the net :).",Delious ,"Mar 20, 2012 ", 10:25 AM,
Coppa Preview: A Second Helping of Milanese,johncas,"Mar 19, 2012, 1:34pm PDT",Not so sure.,Milan has a very very strong squad but Juventus Stadium is no the Stadio Comunale or the Delle Alpi Juventus has a 90% chance of winning just because of the fact that we are playing at home and are going to field a very strong XI in Juve-Milan TIM Cup match. But a derby is a derby and you never know.,XhakaJuve ,"Mar 20, 2012 ", 10:54 AM,
Coppa Preview: A Second Helping of Milanese,johncas,"Mar 19, 2012, 1:34pm PDT",OFFICIAL - To Juventus Stadium the 2014 Europa League final,Read more: http://www.myjuventus.net/2012/03/official-to-juventus-stadium-2014.html#ixzz1pgCOyaUD,zizou mike ,"Mar 20, 2012 ", 10:36 AM,
Coppa Preview: A Second Helping of Milanese,johncas,"Mar 19, 2012, 1:34pm PDT",congrats!,hopefully you guys can participate in it,fsun ,"Mar 20, 2012 ", 11:46 AM,
Coppa Preview: A Second Helping of Milanese,johncas,"Mar 19, 2012, 1:34pm PDT",TROLL BOT 2000,"More like we will be to busy competing for the CL. And don’t worry once we get Higua in the summer we will see who is going to become who’s bitch, well in fact your our bitches. As History shows we will whoop you guys once again. Now if you are gonna troll go troll on a team that is struggling ( i.e. Merda Offside). And at least our players have some respect for our opposition. And we don’t slap our opponents. FAILURE. It’s a shame that you most likely spend most of your time on the Juventus offside then on Bilan’s MOOFSIDE.
You do realize that by the time Milan reaches 20 Juve will already have 4 stars on their Jerseys.
Michel Platini, Boniperti, Pirlo, Buffon, Zoff, Storari, Chiellini, gaetano Scirea are only a few of the world class players that Juventus have had. By the way we HAVE OUR OWN STADIUM SO SUCK IT BITCH> HAHAHAAHAAHAAHAAHAAHAAHAHAHAAHAAAHAAHAHHAAHHAAHAHAHAAHAHAAHAHAAHHAHAHAHAHAHAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHAHAHAHAHHAAHAHAHAHAH……………………….HAHAHAHAHAAHAAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAAHAHAHAHAHHAHAHAHHAHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAhAHAHAHA
…………. HAHAHA
But seriously I heard that you guys are about to hold a Shakira concert at the San Siro at least that old decrepit Stadium is good for that.",XhakaJuve ,"Mar 20, 2012 ", 12:09 PM,
Coppa Preview: A Second Helping of Milanese,johncas,"Mar 19, 2012, 1:34pm PDT",EXCLUSIVE: CHIELLINI likes Pablo Giles work! here is the proof!,Read more: http://www.myjuventus.net/2012/03/exclusive-chiellini-likes-pablo-giless.html#ixzz1pgCWuDTa,zizou mike ,"Mar 20, 2012 ", 10:37 AM,
Coppa Preview: A Second Helping of Milanese,johncas,"Mar 19, 2012, 1:34pm PDT",Juve.....,"Is my heart if we beat Milan tonight they might as well give us our medals already.
This will be a tough game we should play on the counter and try and defend the lead if that doesn’t work out as planed we can always surprise them by playing them in and making them think they can score against us and then we should take a hold of the game and pummel them till we score after that it’s check-and-mate.
FORZA JUVENTUS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",XhakaJuve ,"Mar 20, 2012 ", 10:58 AM,
Coppa Preview: A Second Helping of Milanese,johncas,"Mar 19, 2012, 1:34pm PDT",,I’m hoping our Ultras would form a penis shaped Galliani face on the stands.,GiGi* ,"Mar 20, 2012 ", 12:17 PM,
Coppa Preview: A Second Helping of Milanese,johncas,"Mar 19, 2012, 1:34pm PDT",,Wouldn’t people end up thinking it was a tribute to Bonucci instead?,fsun ,"Mar 20, 2012 ", 12:32 PM,
Coppa Preview: A Second Helping of Milanese,johncas,"Mar 19, 2012, 1:34pm PDT",,makes no sense. You don’t have to troll for the sake of trolling if you don’t have anything to say.,GiGi* ,"Mar 20, 2012 ", 12:39 PM,
Fiorentina 0-5 Juventus: Bianconeri Thrash Viola In Style #iBlameAmauri,ivoandov,"Mar 19, 2012, 2:40am PDT",,yeaaayyyyyy FIRST!!!!!!!,joolean ,"Mar 19, 2012 ", 2:51 AM,
Fiorentina 0-5 Juventus: Bianconeri Thrash Viola In Style #iBlameAmauri,ivoandov,"Mar 19, 2012, 2:40am PDT",,"on this game, all MVPs were on fire hence made us a very comfortable win.
in my opinion Vucinic deservers 8.5 since his shot at 6th went to the post and at second half he wasted delicious pass from Matri and scoffed it wide to the left instead of aiming it to the right, but it doesn’t really matters.
Matri was just unlucky not putting his name on the scoresheet.
Buffon was doing business as usual, keeping clean sheet LIKE A BOSS.
Caceres had a few brainfarts but lucky for us none of them were being capitalized.
Pepe was being the good Pepe, nothing more nothing less
Bonucci was excellent, De Ceglie was awesome, Licht was haunting Fiorentina’s left flanks with Pepe like nightmares.
and now bring it MILAN!!!",joolean ,"Mar 19, 2012 ", 3:07 AM,
Fiorentina 0-5 Juventus: Bianconeri Thrash Viola In Style #iBlameAmauri,ivoandov,"Mar 19, 2012, 2:40am PDT",oooopsss,"Nice review, but WE MUST SATY CALM AND REALISTIC!!!
I do believe this result can fool ourself a bit, but i can’t deny we play better than recent games. I definitely was gonna get 3 points even with 11 v 11 games.
We played much much better but don’t forget it’s 14th place Viola which didn’t take a win in last 4-5 games, so this game is not our template for better results.
The game with Milan in thuesday can turn our season again in gold IMO.
The results on Sunday went on our way so we have healty lead afront LAZIO<UDINE<NAPOLI which we all host in 2 games, so THE DESTINY IS IN OUR HANDS!",jiji_pl ,"Mar 19, 2012 ", 3:07 AM,
Fiorentina 0-5 Juventus: Bianconeri Thrash Viola In Style #iBlameAmauri,ivoandov,"Mar 19, 2012, 2:40am PDT",,Matri’s performance was the only dark spot for me..,Somnath_Sengupta_ ,"Mar 19, 2012 ", 4:17 AM,
Fiorentina 0-5 Juventus: Bianconeri Thrash Viola In Style #iBlameAmauri,ivoandov,"Mar 19, 2012, 2:40am PDT",RIGHT ON!!!!,"i ‘M AGREE WITH YOU ON 100!
tHE THING WHICH BOTHERS ME A LOT IS THAT hE DIDN’T MAKE ADDITIONAL EFFORT TO WRITE HIS NAME IN THE SCORESHEET.
Also, in recent game His for went down drastically and mainly because of his inability to touch the ball precisely in the last posssible second.
And one thing which i notice – HE (WE) didn’t shoot outside the box or around the penalty box more often. This is a bad point in our game – only Vidal and Pirlo tries sometimes but it’s not enough.",jiji_pl ,"Mar 19, 2012 ", 4:26 AM,
Fiorentina 0-5 Juventus: Bianconeri Thrash Viola In Style #iBlameAmauri,ivoandov,"Mar 19, 2012, 2:40am PDT",,"Paolino is getting back to his pre-injury form. We have the fullback problem solved in one season. Very nice. No more Motta-Grosso nightmare.
Against Milan, I want to see Vucinic-ADP pairing (no more BorrielLOL please). With Vooch’s form in the last two games if you add ADP’s creativity to it, I’m sure we won’t have problem piercing their defense.",Refly ,"Mar 19, 2012 ", 4:30 AM,
Fiorentina 0-5 Juventus: Bianconeri Thrash Viola In Style #iBlameAmauri,ivoandov,"Mar 19, 2012, 2:40am PDT",Motta-Grosso,Wow you just brought back really bad memories.,Moe C ,"Mar 19, 2012 ", 6:14 AM,
Fiorentina 0-5 Juventus: Bianconeri Thrash Viola In Style #iBlameAmauri,ivoandov,"Mar 19, 2012, 2:40am PDT",,MOTTA AND GROSSO? I DON’T KNOW WHO YOU SPEAK OF.,Danny Penza ,"Mar 19, 2012 ", 9:04 AM,
Fiorentina 0-5 Juventus: Bianconeri Thrash Viola In Style #iBlameAmauri,ivoandov,"Mar 19, 2012, 2:40am PDT",,AW. COME ON DANNY. U DONT REMEMBER THE AZZURINI’S EX-CAPTAIN AND OOMPA LOOMPA?,Refly ,"Mar 19, 2012 ", 10:16 AM,
Fiorentina 0-5 Juventus: Bianconeri Thrash Viola In Style #iBlameAmauri,ivoandov,"Mar 19, 2012, 2:40am PDT",,LOL :P,Danny Penza ,"Mar 19, 2012 ", 5:05 PM,
Fiorentina 0-5 Juventus: Bianconeri Thrash Viola In Style #iBlameAmauri,ivoandov,"Mar 19, 2012, 2:40am PDT",OMG,If Vucinic can show even half of his true form Milan would be lucky to not be humiliated 4-0,XhakaJuve ,"Mar 19, 2012 ", 6:10 AM,
Fiorentina 0-5 Juventus: Bianconeri Thrash Viola In Style #iBlameAmauri,ivoandov,"Mar 19, 2012, 2:40am PDT",,"What do you mean by ‘true form’ ? is he a Vampire / Lycan ? :D
On a serious note, I think the team should guard themselves against complacency now, the pressure on this Juve is tight, everyone wants to see us lose a match.
Forza Juve!!!",Linez ,"Mar 19, 2012 ", 6:18 AM,
Fiorentina 0-5 Juventus: Bianconeri Thrash Viola In Style #iBlameAmauri,ivoandov,"Mar 19, 2012, 2:40am PDT",fior n ac,i agree vuc has played better but true form stil. a bit skeptical though i like the underworld reference lol…i really wanna c quags get a full run out with adp though this game..that would be two guys who can shoot from anywhere n pass well two,nickdil40 ,"Mar 19, 2012 ", 8:58 AM,
Fiorentina 0-5 Juventus: Bianconeri Thrash Viola In Style #iBlameAmauri,ivoandov,"Mar 19, 2012, 2:40am PDT",MORTAL COMBAT,http://www.myjuventus.net/2012/03/exclusive-juventus-vs-milan-mortal.html,Giles09 ,"Mar 19, 2012 ", 2:57 PM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",FIRST FIRST FIRST FIRST,Okay I need to finish my paper now….,evee ,"Mar 18, 2012 ", 5:37 PM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",LOL UR PAPER!!,,Danny Penza ,"Mar 19, 2012 ", 12:56 AM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",IT SEEMS U DON'T LEARN UR LESSON,,evee ,"Mar 19, 2012 ", 12:59 AM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",lolololol,,Danny Penza ,"Mar 19, 2012 ", 1:20 AM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",,He has been pretty inconsistent in ’12. Hoopefully this will see a return to form..,Somnath_Sengupta_ ,"Mar 18, 2012 ", 8:47 PM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",,He’s been good in the last 2 games. Hopefully…,Refly ,"Mar 18, 2012 ", 9:22 PM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",,He’s been good in 4-3-3 and sucked in 3-5-2. Keep continue with 4-3-3 and I’d say he’ll reach double digit this season.,dwicarta ,"Mar 19, 2012 ", 2:33 AM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",,"lol, nice one :D",Linez ,"Mar 18, 2012 ", 11:48 PM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",De Ceglie,I think De Ceglie should get some credit for not rolling over after Cerci’s kick. Kudos for him.,Djindan ,"Mar 18, 2012 ", 11:57 PM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",he deserves it,"PDC shd be the one getting a POTD. other than the first few games at the start of the season he has been very consistent in delivering good performances.
Dont get me wrong i like marchisio n understand sometimes his ‘tactical work’ makes him invisble especially when he plays beside a genius creator n ball winning bulldog, but PDC has just been great he shd get it.",SJ_JUVE ,"Mar 19, 2012 ", 12:26 AM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",,PDC is gonna be getting some love on this site soon. Trust me.,Danny Penza ,"Mar 19, 2012 ", 12:56 AM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",,He’s been getting some love on the old site.,Refly ,"Mar 19, 2012 ", 1:00 AM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",,"I WAS TRYING TO DROP A HINT, OKAY.",Danny Penza ,"Mar 19, 2012 ", 1:18 AM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",,OKAY DANNY.,Refly ,"Mar 19, 2012 ", 1:34 AM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",,Ivo better give PDC good rating on the review. We’ll be watching.,Djindan ,"Mar 19, 2012 ", 1:07 AM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",that's if Ivo writes a review.,,johncas ,"Mar 19, 2012 ", 8:03 AM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",Azzuri,PDC is gonna be getting some love from Prandelli soon. He will be our LB at Euro.,bebek ,"Mar 19, 2012 ", 6:44 AM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",,I’m still on the fence about De Ceglie. Have no doubt about his attacking game; it’s always his strength. We’ll see how he cope with Maicon this weekend then we’ll know better.,dwicarta ,"Mar 19, 2012 ", 2:40 AM,
POTD: We've Caught Ourselves a Little Prince,johncas,"Mar 18, 2012, 5:30pm PDT",pdc,yeah ive been saying he was the future italy lb since last yr if he played consistently..cant wait for him n santon in 2014,nickdil40 ,"Mar 19, 2012 ", 8:47 AM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,"WIN, IDIOTS.",Danny Penza ,"Mar 17, 2012 ", 12:14 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,I see Ibrahimovic has added to his penalty tally this season..,Shake Appeal ,"Mar 17, 2012 ", 12:44 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,Let´s WIN!!!,Giles09 ,"Mar 17, 2012 ", 12:45 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",WTF,Caceres.,Rinaldo ,"Mar 17, 2012 ", 12:50 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,Not risking Chiello,Giles09 ,"Mar 17, 2012 ", 12:51 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,damn you goalpost!,hant00 ,"Mar 17, 2012 ", 12:55 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",FUCK!,,Giles09 ,"Mar 17, 2012 ", 12:55 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",HOW,did that not go in?,Rinaldo ,"Mar 17, 2012 ", 12:55 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,post… right back where we left off last week,bkn ,"Mar 17, 2012 ", 12:56 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,"Omg, wtf.",Zenpath ,"Mar 17, 2012 ", 12:56 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,Marchisio is smoking pot latelt,Giles09 ,"Mar 17, 2012 ", 1:00 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,this is gonna be a though game,jiji_pl ,"Mar 17, 2012 ", 1:00 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",Who's watching on FSC?,My ears hurt from all the stoopit.,Danny Penza ,"Mar 17, 2012 ", 1:02 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",hehe,My eyes hurt with the horrible angles they have.,evee ,"Mar 17, 2012 ", 1:04 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,LOL OUR EYES AND EARS,Danny Penza ,"Mar 17, 2012 ", 1:05 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,I know I’m fucking squinting to see who the players are :(,evee ,"Mar 17, 2012 ", 1:08 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,YOU HAS SMALL TEEVEE?,Danny Penza ,"Mar 17, 2012 ", 1:13 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,"No.
I think I haz to figure out how to zoom to full screen!",evee ,"Mar 17, 2012 ", 1:14 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,"COME ON, EVE. FIGURE OUT UR TEEVEE!",Danny Penza ,"Mar 17, 2012 ", 1:18 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,IZ CONFUSING ME!! I NEEDZ MAN TO FIX IT. I IZ ONLY A GURL,evee ,"Mar 17, 2012 ", 1:19 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,"EVE, R U DROPPING A HINT?",Danny Penza ,"Mar 17, 2012 ", 1:21 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,MAYBE. IZ YOU A MAN,evee ,"Mar 17, 2012 ", 1:29 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",LOL,ye,Danny Penza ,"Mar 17, 2012 ", 1:34 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",,DAT IS NOT GOOD REPLY.,evee ,"Mar 17, 2012 ", 1:35 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",:D,,Danny Penza ,"Mar 17, 2012 ", 1:37 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",there you go!!!!,,hant00 ,"Mar 17, 2012 ", 1:04 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",GOAL,VOOCH,evee ,"Mar 17, 2012 ", 1:04 PM,
Game Time Thread: Juventus vs. Fiorentina,Danny Penza,"Mar 17, 2012, 12:12pm PDT",VOOCH VOOCH VOOCH VOOCH VOOCH,,Rinaldo ,"Mar 17, 2012 ", 1:04 PM,
